building_id,timestamp,meter_reading,anomaly,s_no
1147,2016-01-03 00:00:00,324.535,0,1
1147,2016-01-03 01:00:00,262.01,0,1
1147,2016-01-03 02:00:00,213.83,0,1
1147,2016-01-03 03:00:00,208.925,0,1
1147,2016-01-03 04:00:00,167.327,0,1
1147,2016-01-03 05:00:00,160.841,0,1
1147,2016-01-03 06:00:00,210.035,0,1
1147,2016-01-03 07:00:00,210.099,0,1
1147,2016-01-03 08:00:00,129.799,0,1
1147,2016-01-03 09:00:00,226.24,0,1
1147,2016-01-03 10:00:00,288.512,0,1
1147,2016-01-03 11:00:00,265.199,0,1
1147,2016-01-03 12:00:00,279.96,0,1
1147,2016-01-03 13:00:00,267.712,0,1
1147,2016-01-03 14:00:00,302.87,0,1
1147,2016-01-03 15:00:00,294.097,0,1
1147,2016-01-03 16:00:00,367.329,0,1
1147,2016-01-03 17:00:00,333.614,0,1
1147,2016-01-03 18:00:00,303.449,0,1
1147,2016-01-03 19:00:00,289.778,0,1
1147,2016-01-03 20:00:00,306.047,0,1
1147,2016-01-03 21:00:00,324.662,0,1
1147,2016-01-03 22:00:00,238.441,0,1
1147,2016-01-03 23:00:00,174.048,0,1
1147,2016-01-04 00:00:00,115.385,0,1
1147,2016-01-04 01:00:00,198.982,0,1
1147,2016-01-04 02:00:00,202.671,0,1
1147,2016-01-04 03:00:00,123.56,0,1
1147,2016-01-04 04:00:00,187.533,0,1
1147,2016-01-04 05:00:00,203.685,0,1
1147,2016-01-04 06:00:00,139.277,0,1
1147,2016-01-04 07:00:00,187.452,0,1
1147,2016-01-04 08:00:00,243.923,0,1
1147,2016-01-04 09:00:00,211.115,0,1
1147,2016-01-04 10:00:00,221.226,0,1
1147,2016-01-04 11:00:00,278.856,0,1
1147,2016-01-04 12:00:00,264.333,0,1
1147,2016-01-04 13:00:00,217.538,0,1
1147,2016-01-04 14:00:00,290.383,0,1
1147,2016-01-04 15:00:00,314.182,0,1
1147,2016-01-04 16:00:00,251.918,0,1
1147,2016-01-04 17:00:00,248.655,0,1
1147,2016-01-04 18:00:00,295.435,0,1
1147,2016-01-04 19:00:00,366.155,0,1
1147,2016-01-04 20:00:00,318.469,0,1
1147,2016-01-04 21:00:00,314.566,0,1
1147,2016-01-04 22:00:00,311.8,0,1
1147,2016-01-04 23:00:00,159.859,0,1
1147,2016-01-05 00:00:00,137.72,0,1
1147,2016-01-05 01:00:00,207.739,0,1
1147,2016-01-05 02:00:00,193.741,0,1
1147,2016-01-05 03:00:00,118.458,0,1
1147,2016-01-05 04:00:00,206.728,0,1
1147,2016-01-05 05:00:00,205.662,0,1
1147,2016-01-05 06:00:00,117.469,0,1
1147,2016-01-05 07:00:00,210.141,0,1
1147,2016-01-05 08:00:00,256.544,0,1
1147,2016-01-05 09:00:00,200.781,0,1
1147,2016-01-05 10:00:00,344.585,0,1
1147,2016-01-05 11:00:00,374.422,0,1
1147,2016-01-05 12:00:00,264.193,0,1
1147,2016-01-05 13:00:00,224.668,0,1
1147,2016-01-05 14:00:00,308.386,0,1
1147,2016-01-05 15:00:00,313.013,0,1
1147,2016-01-05 16:00:00,328.544,0,1
1147,2016-01-05 17:00:00,252.564,0,1
1147,2016-01-05 18:00:00,272.568,0,1
1147,2016-01-05 19:00:00,387.286,0,1
1147,2016-01-05 20:00:00,303.009,0,1
1147,2016-01-05 21:00:00,295.923,0,1
1147,2016-01-05 22:00:00,233.781,0,1
1147,2016-01-05 23:00:00,118.551,0,1
1147,2016-01-06 00:00:00,157.416,0,1
1147,2016-01-06 01:00:00,203.248,0,1
1147,2016-01-06 02:00:00,152.009,0,1
1147,2016-01-06 03:00:00,155.991,0,1
1147,2016-01-06 04:00:00,204.121,0,1
1147,2016-01-06 05:00:00,159.675,0,1
1147,2016-01-06 06:00:00,144.961,0,1
1147,2016-01-06 07:00:00,205.949,0,1
1147,2016-01-06 08:00:00,191.075,0,1
1147,2016-01-06 09:00:00,196.359,0,1
1147,2016-01-06 10:00:00,265.269,0,1
1147,2016-01-06 11:00:00,260.621,0,1
1147,2016-01-06 12:00:00,254.558,0,1
1147,2016-01-06 13:00:00,319.774,0,1
1147,2016-01-06 14:00:00,319.124,0,1
1147,2016-01-06 15:00:00,236.912,0,1
1147,2016-01-06 16:00:00,267.396,0,1
1147,2016-01-06 17:00:00,260.675,0,1
1147,2016-01-06 18:00:00,274.514,0,1
1147,2016-01-06 19:00:00,217.732,0,1
1147,2016-01-06 20:00:00,254.856,0,1
1147,2016-01-06 21:00:00,239.444,0,1
1147,2016-01-06 22:00:00,121.722,0,1
1147,2016-01-06 23:00:00,187.902,0,1
1147,2016-01-07 00:00:00,197.286,0,1
1147,2016-01-07 01:00:00,118.236,0,1
1147,2016-01-07 02:00:00,207.804,0,1
1147,2016-01-07 03:00:00,182.436,0,1
1147,2016-01-07 04:00:00,128.537,0,1
1147,2016-01-07 05:00:00,209.05,0,1
1147,2016-01-07 06:00:00,166.104,0,1
1147,2016-01-07 07:00:00,168.184,0,1
1147,2016-01-07 08:00:00,252.918,0,1
1147,2016-01-07 09:00:00,199.474,0,1
1147,2016-01-07 10:00:00,240.95,0,1
1147,2016-01-07 11:00:00,293.625,0,1
1147,2016-01-07 12:00:00,257.879,0,1
1147,2016-01-07 13:00:00,284.329,0,1
1147,2016-01-07 14:00:00,308.485,0,1
1147,2016-01-07 15:00:00,247.486,0,1
1147,2016-01-07 16:00:00,268.856,0,1
1147,2016-01-07 17:00:00,302.848,0,1
1147,2016-01-07 18:00:00,328.014,0,1
1147,2016-01-07 19:00:00,315.955,0,1
1147,2016-01-07 20:00:00,323.051,0,1
1147,2016-01-07 21:00:00,312.096,0,1
1147,2016-01-07 22:00:00,213.362,0,1
1147,2016-01-07 23:00:00,134.049,0,1
1147,2016-01-08 00:00:00,154.777,0,1
1147,2016-01-08 01:00:00,211.447,0,1
1147,2016-01-08 02:00:00,133.508,0,1
1147,2016-01-08 03:00:00,178.771,0,1
1147,2016-01-08 04:00:00,204.292,0,1
1147,2016-01-08 05:00:00,116.851,0,1
1147,2016-01-08 06:00:00,204.097,0,1
1147,2016-01-08 07:00:00,232.395,0,1
1147,2016-01-08 08:00:00,222.765,0,1
1147,2016-01-08 09:00:00,305.687,0,1
1147,2016-01-08 10:00:00,372.588,0,1
1147,2016-01-08 11:00:00,401.346,0,1
1147,2016-01-08 12:00:00,412.518,0,1
1147,2016-01-08 13:00:00,322.707,0,1
1147,2016-01-08 14:00:00,319.77,0,1
1147,2016-01-08 15:00:00,359.434,0,1
1147,2016-01-08 16:00:00,377.227,0,1
1147,2016-01-08 17:00:00,347.157,0,1
1147,2016-01-08 18:00:00,351.261,0,1
1147,2016-01-08 19:00:00,297.031,0,1
1147,2016-01-08 20:00:00,344.682,0,1
1147,2016-01-08 21:00:00,289.109,0,1
1147,2016-01-08 22:00:00,257.753,0,1
1147,2016-01-08 23:00:00,208.906,0,1
1147,2016-01-09 00:00:00,138.803,0,1
1147,2016-01-09 01:00:00,171.955,0,1
1147,2016-01-09 02:00:00,205.611,0,1
1147,2016-01-09 03:00:00,163.663,0,1
1147,2016-01-09 04:00:00,154.972,0,1
1147,2016-01-09 05:00:00,207.166,0,1
1147,2016-01-09 06:00:00,177.354,0,1
1147,2016-01-09 07:00:00,167.793,0,1
1147,2016-01-09 08:00:00,352.977,0,1
1147,2016-01-09 09:00:00,334.902,0,1
1147,2016-01-09 10:00:00,353.003,0,1
1147,2016-01-09 11:00:00,387.578,0,1
1147,2016-01-09 12:00:00,358.84,0,1
1147,2016-01-09 13:00:00,359.487,0,1
1147,2016-01-09 14:00:00,233.441,0,1
1147,2016-01-09 15:00:00,245.762,0,1
1147,2016-01-09 16:00:00,322.293,0,1
1147,2016-01-09 17:00:00,333.94,0,1
1147,2016-01-09 18:00:00,331.644,0,1
1147,2016-01-09 19:00:00,356.678,0,1
1147,2016-01-09 20:00:00,342.413,0,1
1147,2016-01-09 21:00:00,354.499,0,1
1147,2016-01-09 22:00:00,231.904,0,1
1147,2016-01-09 23:00:00,129.338,0,1
1147,2016-01-10 00:00:00,149.869,0,1
1147,2016-01-10 01:00:00,203.197,0,1
1147,2016-01-10 02:00:00,155.669,0,1
1147,2016-01-10 03:00:00,154.476,0,1
1147,2016-01-10 04:00:00,203.628,0,1
1147,2016-01-10 05:00:00,159.874,0,1
1147,2016-01-10 06:00:00,147.854,0,1
1147,2016-01-10 07:00:00,282.928,0,1
1147,2016-01-10 08:00:00,340.862,0,1
1147,2016-01-10 09:00:00,364.957,0,1
1147,2016-01-10 10:00:00,377.659,0,1
1147,2016-01-10 11:00:00,346.953,0,1
1147,2016-01-10 12:00:00,384.981,0,1
1147,2016-01-10 13:00:00,352.146,0,1
1147,2016-01-10 14:00:00,355.69,0,1
1147,2016-01-10 15:00:00,261.387,0,1
1147,2016-01-10 16:00:00,312.558,0,1
1147,2016-01-10 17:00:00,217.992,0,1
1147,2016-01-10 18:00:00,246.536,0,1
1147,2016-01-10 19:00:00,334.034,0,1
1147,2016-01-10 20:00:00,299.403,0,1
1147,2016-01-10 21:00:00,282.619,0,1
1147,2016-01-10 22:00:00,307.981,0,1
1147,2016-01-10 23:00:00,262.669,0,1
1147,2016-01-11 00:00:00,213.783,0,1
1147,2016-01-11 01:00:00,151.638,0,1
1147,2016-01-11 02:00:00,118.674,0,1
1147,2016-01-11 03:00:00,205.036,0,1
1147,2016-01-11 04:00:00,165.554,0,1
1147,2016-01-11 05:00:00,134.856,0,1
1147,2016-01-11 06:00:00,206.685,0,1
1147,2016-01-11 07:00:00,167.593,0,1
1147,2016-01-11 08:00:00,212.33,0,1
1147,2016-01-11 09:00:00,261.216,0,1
1147,2016-01-11 10:00:00,230.482,0,1
1147,2016-01-11 11:00:00,263.639,0,1
1147,2016-01-11 12:00:00,287.114,0,1
1147,2016-01-11 13:00:00,275.275,0,1
1147,2016-01-11 14:00:00,420.35,0,1
1147,2016-01-11 15:00:00,374.259,0,1
1147,2016-01-11 16:00:00,283.01,0,1
1147,2016-01-11 17:00:00,273.968,0,1
1147,2016-01-11 18:00:00,337.053,0,1
1147,2016-01-11 19:00:00,241.791,0,1
1147,2016-01-11 20:00:00,276.386,0,1
1147,2016-01-11 21:00:00,353.576,0,1
1147,2016-01-11 22:00:00,326.685,0,1
1147,2016-01-11 23:00:00,235.501,0,1
1147,2016-01-12 00:00:00,316.895,0,1
1147,2016-01-12 01:00:00,223.852,0,1
1147,2016-01-12 02:00:00,120.852,0,1
1147,2016-01-12 03:00:00,165.849,0,1
1147,2016-01-12 04:00:00,207.826,0,1
1147,2016-01-12 05:00:00,129.665,0,1
1147,2016-01-12 06:00:00,177.563,0,1
1147,2016-01-12 07:00:00,236.553,0,1
1147,2016-01-12 08:00:00,173.093,0,1
1147,2016-01-12 09:00:00,252.234,0,1
1147,2016-01-12 10:00:00,273.139,0,1
1147,2016-01-12 11:00:00,201.951,0,1
1147,2016-01-12 12:00:00,297.2,0,1
1147,2016-01-12 13:00:00,358.535,0,1
1147,2016-01-12 14:00:00,365.981,0,1
1147,2016-01-12 15:00:00,372.298,0,1
1147,2016-01-12 16:00:00,339.968,0,1
1147,2016-01-12 17:00:00,332.706,0,1
1147,2016-01-12 18:00:00,344.249,0,1
1147,2016-01-12 19:00:00,324.096,0,1
1147,2016-01-12 20:00:00,331.639,0,1
1147,2016-01-12 21:00:00,327.248,0,1
1147,2016-01-12 22:00:00,306.985,0,1
1147,2016-01-12 23:00:00,242.268,0,1
1147,2016-01-13 00:00:00,265.794,0,1
1147,2016-01-13 01:00:00,288.508,0,1
1147,2016-01-13 02:00:00,197.681,0,1
1147,2016-01-13 03:00:00,118.392,0,1
1147,2016-01-13 04:00:00,162.99,0,1
1147,2016-01-13 05:00:00,203.529,0,1
1147,2016-01-13 06:00:00,120.589,0,1
1147,2016-01-13 07:00:00,211.287,0,1
1147,2016-01-13 08:00:00,253.748,0,1
1147,2016-01-13 09:00:00,150.783,0,1
1147,2016-01-13 10:00:00,260.215,0,1
1147,2016-01-13 11:00:00,291.93,0,1
1147,2016-01-13 12:00:00,257.585,0,1
1147,2016-01-13 13:00:00,320.375,0,1
1147,2016-01-13 14:00:00,363.201,0,1
1147,2016-01-13 15:00:00,365.668,0,1
1147,2016-01-13 16:00:00,371.033,0,1
1147,2016-01-13 17:00:00,356.6,0,1
1147,2016-01-13 18:00:00,355.233,0,1
1147,2016-01-13 19:00:00,347.255,0,1
1147,2016-01-13 20:00:00,298.713,0,1
1147,2016-01-13 21:00:00,254.689,0,1
1147,2016-01-13 22:00:00,274.851,0,1
1147,2016-01-13 23:00:00,254.329,0,1
1147,2016-01-14 00:00:00,175.473,0,1
1147,2016-01-14 01:00:00,120.634,0,1
1147,2016-01-14 02:00:00,189.764,0,1
1147,2016-01-14 03:00:00,198.78,0,1
1147,2016-01-14 04:00:00,134.444,0,1
1147,2016-01-14 05:00:00,165.765,0,1
1147,2016-01-14 06:00:00,199.023,0,1
1147,2016-01-14 07:00:00,172.298,0,1
1147,2016-01-14 08:00:00,191.27,0,1
1147,2016-01-14 09:00:00,251.257,0,1
1147,2016-01-14 10:00:00,269.685,0,1
1147,2016-01-14 11:00:00,212.726,0,1
1147,2016-01-14 12:00:00,345.763,0,1
1147,2016-01-14 13:00:00,313.396,0,1
1147,2016-01-14 14:00:00,378.641,0,1
1147,2016-01-14 15:00:00,407.014,0,1
1147,2016-01-14 16:00:00,381.717,0,1
1147,2016-01-14 17:00:00,364.242,0,1
1147,2016-01-14 18:00:00,336.38,0,1
1147,2016-01-14 19:00:00,248.016,0,1
1147,2016-01-14 20:00:00,286.246,0,1
1147,2016-01-14 21:00:00,298.919,0,1
1147,2016-01-14 22:00:00,334.757,0,1
1147,2016-01-14 23:00:00,301.619,0,1
1147,2016-01-15 00:00:00,214.25,0,1
1147,2016-01-15 01:00:00,160.256,0,1
1147,2016-01-15 02:00:00,120.075,0,1
1147,2016-01-15 03:00:00,189.296,0,1
1147,2016-01-15 04:00:00,190.393,0,1
1147,2016-01-15 05:00:00,137.964,0,1
1147,2016-01-15 06:00:00,159.294,0,1
1147,2016-01-15 07:00:00,245.604,0,1
1147,2016-01-15 08:00:00,253.057,0,1
1147,2016-01-15 09:00:00,212.072,0,1
1147,2016-01-15 10:00:00,261.625,0,1
1147,2016-01-15 11:00:00,357.901,0,1
1147,2016-01-15 12:00:00,376.569,0,1
1147,2016-01-15 13:00:00,378.66,0,1
1147,2016-01-15 14:00:00,362.775,0,1
1147,2016-01-15 15:00:00,286.16,0,1
1147,2016-01-15 16:00:00,357.586,0,2
1147,2016-01-15 17:00:00,483.446,0,2
1147,2016-01-15 18:00:00,577.286,0,2
1147,2016-01-15 19:00:00,548.39,0,2
1147,2016-01-15 20:00:00,567.147,0,2
1147,2016-01-15 21:00:00,713.597,0,2
1147,2016-01-15 22:00:00,704.736,0,2
1147,2016-01-15 23:00:00,633.014,0,2
1147,2016-01-16 00:00:00,257.033,0,2
1147,2016-01-16 01:00:00,144.445,0,2
1147,2016-01-16 02:00:00,120.935,0,2
1147,2016-01-16 03:00:00,216.771,0,2
1147,2016-01-16 04:00:00,209.777,0,2
1147,2016-01-16 05:00:00,149.723,0,2
1147,2016-01-16 06:00:00,182.741,0,2
1147,2016-01-16 07:00:00,219.31,0,2
1147,2016-01-16 08:00:00,206.637,0,2
1147,2016-01-16 09:00:00,339.586,0,2
1147,2016-01-16 10:00:00,401.958,0,2
1147,2016-01-16 11:00:00,403.536,0,2
1147,2016-01-16 12:00:00,401.601,0,2
1147,2016-01-16 13:00:00,423.765,0,2
1147,2016-01-16 14:00:00,421.549,0,2
1147,2016-01-16 15:00:00,410.121,0,2
1147,2016-01-16 16:00:00,490.483,0,2
1147,2016-01-16 17:00:00,549.317,0,2
1147,2016-01-16 18:00:00,574.441,0,2
1147,2016-01-16 19:00:00,758.583,0,2
1147,2016-01-16 20:00:00,693.337,0,2
1147,2016-01-16 21:00:00,736.457,0,2
1147,2016-01-16 22:00:00,722.645,0,2
1147,2016-01-16 23:00:00,404.948,0,2
1147,2016-01-17 00:00:00,298.176,0,2
1147,2016-01-17 01:00:00,235.588,0,2
1147,2016-01-17 02:00:00,213.808,0,2
1147,2016-01-17 03:00:00,206.706,0,2
1147,2016-01-17 04:00:00,142.617,0,2
1147,2016-01-17 05:00:00,183.561,0,2
1147,2016-01-17 06:00:00,209.587,0,2
1147,2016-01-17 07:00:00,172.144,0,2
1147,2016-01-17 08:00:00,171.403,0,2
1147,2016-01-17 09:00:00,218.002,0,2
1147,2016-01-17 10:00:00,278.912,0,2
1147,2016-01-17 11:00:00,301.92,0,2
1147,2016-01-17 12:00:00,333.914,0,2
1147,2016-01-17 13:00:00,302.226,0,2
1147,2016-01-17 14:00:00,300.958,0,2
1147,2016-01-17 15:00:00,320.364,0,2
1147,2016-01-17 16:00:00,341.105,0,2
1147,2016-01-17 17:00:00,311.367,0,2
1147,2016-01-17 18:00:00,298.224,0,2
1147,2016-01-17 19:00:00,291.795,0,2
1147,2016-01-17 20:00:00,280.261,0,2
1147,2016-01-17 21:00:00,304.64,0,2
1147,2016-01-17 22:00:00,272.677,0,2
1147,2016-01-17 23:00:00,271.094,0,2
1147,2016-01-18 00:00:00,228.789,0,2
1147,2016-01-18 01:00:00,185.989,0,2
1147,2016-01-18 02:00:00,128.713,0,2
1147,2016-01-18 03:00:00,164.928,0,2
1147,2016-01-18 04:00:00,196.504,0,2
1147,2016-01-18 05:00:00,143.278,0,2
1147,2016-01-18 06:00:00,164.699,0,2
1147,2016-01-18 07:00:00,206.049,0,2
1147,2016-01-18 08:00:00,177.624,0,2
1147,2016-01-18 09:00:00,222.238,0,2
1147,2016-01-18 10:00:00,315.105,0,2
1147,2016-01-18 11:00:00,273.669,0,2
1147,2016-01-18 12:00:00,198.569,0,2
1147,2016-01-18 13:00:00,260.178,0,2
1147,2016-01-18 14:00:00,351.404,0,2
1147,2016-01-18 15:00:00,358.842,0,2
1147,2016-01-18 16:00:00,354.522,0,2
1147,2016-01-18 17:00:00,398.084,0,2
1147,2016-01-18 18:00:00,347.121,0,2
1147,2016-01-18 19:00:00,325.792,0,2
1147,2016-01-18 20:00:00,320.93,0,2
1147,2016-01-18 21:00:00,317.448,0,2
1147,2016-01-18 22:00:00,200.371,0,2
1147,2016-01-18 23:00:00,147.792,0,2
1147,2016-01-19 00:00:00,141.459,0,2
1147,2016-01-19 01:00:00,195.257,0,2
1147,2016-01-19 02:00:00,175.03,0,2
1147,2016-01-19 03:00:00,125.927,0,2
1147,2016-01-19 04:00:00,203.456,0,2
1147,2016-01-19 05:00:00,197.396,0,2
1147,2016-01-19 06:00:00,129.006,0,2
1147,2016-01-19 07:00:00,217.784,0,2
1147,2016-01-19 08:00:00,245.147,0,2
1147,2016-01-19 09:00:00,214.529,0,2
1147,2016-01-19 10:00:00,271.057,0,2
1147,2016-01-19 11:00:00,307.865,0,2
1147,2016-01-19 12:00:00,277.928,0,2
1147,2016-01-19 13:00:00,251.291,0,2
1147,2016-01-19 14:00:00,398.446,0,2
1147,2016-01-19 15:00:00,379.204,0,2
1147,2016-01-19 16:00:00,369.657,0,2
1147,2016-01-19 17:00:00,316.919,0,2
1147,2016-01-19 18:00:00,283.05,0,2
1147,2016-01-19 19:00:00,239.718,0,2
1147,2016-01-19 20:00:00,328.24,0,2
1147,2016-01-19 21:00:00,324.616,0,2
1147,2016-01-19 22:00:00,286.682,0,2
1147,2016-01-19 23:00:00,282.369,0,2
1147,2016-01-20 00:00:00,220.424,0,2
1147,2016-01-20 01:00:00,161.396,0,2
1147,2016-01-20 02:00:00,128.915,0,2
1147,2016-01-20 03:00:00,200.136,0,2
1147,2016-01-20 04:00:00,197.471,0,2
1147,2016-01-20 05:00:00,120.728,0,2
1147,2016-01-20 06:00:00,198.281,0,2
1147,2016-01-20 07:00:00,252.011,0,2
1147,2016-01-20 08:00:00,236.578,0,2
1147,2016-01-20 09:00:00,238.822,0,2
1147,2016-01-20 10:00:00,330.512,0,2
1147,2016-01-20 11:00:00,307.389,0,2
1147,2016-01-20 12:00:00,248.619,0,2
1147,2016-01-20 13:00:00,316.831,0,2
1147,2016-01-20 14:00:00,357.777,0,2
1147,2016-01-20 15:00:00,374.303,0,2
1147,2016-01-20 16:00:00,385.071,0,2
1147,2016-01-20 17:00:00,396.373,0,2
1147,2016-01-20 18:00:00,361.479,0,2
1147,2016-01-20 19:00:00,347.787,0,2
1147,2016-01-20 20:00:00,299.429,0,2
1147,2016-01-20 21:00:00,319.081,0,2
1147,2016-01-20 22:00:00,238.813,0,2
1147,2016-01-20 23:00:00,123.633,0,2
1147,2016-01-21 00:00:00,146.43,0,2
1147,2016-01-21 01:00:00,196.312,0,2
1147,2016-01-21 02:00:00,195.711,0,2
1147,2016-01-21 03:00:00,127.881,0,2
1147,2016-01-21 04:00:00,173.597,0,2
1147,2016-01-21 05:00:00,197.292,0,2
1147,2016-01-21 06:00:00,169.953,0,2
1147,2016-01-21 07:00:00,186.321,0,2
1147,2016-01-21 08:00:00,266.565,0,2
1147,2016-01-21 09:00:00,279.527,0,2
1147,2016-01-21 10:00:00,281.206,0,2
1147,2016-01-21 11:00:00,278.756,0,2
1147,2016-01-21 12:00:00,332.587,0,2
1147,2016-01-21 13:00:00,351.734,0,2
1147,2016-01-21 14:00:00,356.61,0,2
1147,2016-01-21 15:00:00,455.479,0,2
1147,2016-01-21 16:00:00,340.131,0,2
1147,2016-01-21 17:00:00,271.804,0,2
1147,2016-01-21 18:00:00,415.443,0,2
1147,2016-01-21 19:00:00,314.948,0,2
1147,2016-01-21 20:00:00,307.826,0,2
1147,2016-01-21 21:00:00,305.208,0,2
1147,2016-01-21 22:00:00,262.247,0,2
1147,2016-01-21 23:00:00,112.347,0,2
1147,2016-01-22 00:00:00,166.851,0,2
1147,2016-01-22 01:00:00,185.522,0,2
1147,2016-01-22 02:00:00,175.822,0,2
1147,2016-01-22 03:00:00,110.379,0,2
1147,2016-01-22 04:00:00,182.147,0,2
1147,2016-01-22 05:00:00,186.165,0,2
1147,2016-01-22 06:00:00,158.659,0,2
1147,2016-01-22 07:00:00,174.177,0,2
1147,2016-01-22 08:00:00,239.701,0,2
1147,2016-01-22 09:00:00,251.317,0,2
1147,2016-01-22 10:00:00,236.0,0,2
1147,2016-01-22 11:00:00,330.779,0,2
1147,2016-01-22 12:00:00,337.459,0,2
1147,2016-01-22 13:00:00,332.661,0,2
1147,2016-01-22 14:00:00,337.698,0,2
1147,2016-01-22 15:00:00,300.163,0,2
1147,2016-01-22 16:00:00,310.079,0,2
1147,2016-01-22 17:00:00,281.565,0,2
1147,2016-01-22 18:00:00,308.847,0,2
1147,2016-01-22 19:00:00,360.268,0,2
1147,2016-01-22 20:00:00,395.913,0,2
1147,2016-01-22 21:00:00,409.15,0,2
1147,2016-01-22 22:00:00,336.767,0,2
1147,2016-01-22 23:00:00,312.905,0,2
1147,2016-01-23 00:00:00,213.681,0,2
1147,2016-01-23 01:00:00,126.392,0,2
1147,2016-01-23 02:00:00,184.827,0,2
1147,2016-01-23 03:00:00,205.466,0,2
1147,2016-01-23 04:00:00,206.326,0,2
1147,2016-01-23 05:00:00,136.549,0,2
1147,2016-01-23 06:00:00,189.773,0,2
1147,2016-01-23 07:00:00,212.007,0,2
1147,2016-01-23 08:00:00,207.994,0,2
1147,2016-01-23 09:00:00,242.66,0,2
1147,2016-01-23 10:00:00,313.71,0,2
1147,2016-01-23 11:00:00,312.775,0,2
1147,2016-01-23 12:00:00,380.767,0,2
1147,2016-01-23 13:00:00,302.444,0,2
1147,2016-01-23 14:00:00,335.45,0,2
1147,2016-01-23 15:00:00,301.532,0,2
1147,2016-01-23 16:00:00,240.714,0,2
1147,2016-01-23 17:00:00,324.235,0,2
1147,2016-01-23 18:00:00,395.491,0,2
1147,2016-01-23 19:00:00,396.358,0,2
1147,2016-01-23 20:00:00,353.463,0,2
1147,2016-01-23 21:00:00,303.639,0,2
1147,2016-01-23 22:00:00,330.634,0,2
1147,2016-01-23 23:00:00,212.828,0,2
1147,2016-01-24 00:00:00,116.805,0,2
1147,2016-01-24 01:00:00,180.583,0,2
1147,2016-01-24 02:00:00,195.854,0,2
1147,2016-01-24 03:00:00,198.317,0,2
1147,2016-01-24 04:00:00,118.56,0,2
1147,2016-01-24 05:00:00,187.919,0,2
1147,2016-01-24 06:00:00,198.115,0,2
1147,2016-01-24 07:00:00,174.814,0,2
1147,2016-01-24 08:00:00,148.613,0,2
1147,2016-01-24 09:00:00,258.253,0,2
1147,2016-01-24 10:00:00,261.911,0,2
1147,2016-01-24 11:00:00,312.499,0,2
1147,2016-01-24 12:00:00,371.387,0,2
1147,2016-01-24 13:00:00,291.325,0,2
1147,2016-01-24 14:00:00,315.813,0,2
1147,2016-01-24 15:00:00,294.048,0,2
1147,2016-01-24 16:00:00,217.198,0,2
1147,2016-01-24 17:00:00,312.775,0,2
1147,2016-01-24 18:00:00,321.993,0,2
1147,2016-01-24 19:00:00,296.122,0,2
1147,2016-01-24 20:00:00,296.506,0,2
1147,2016-01-24 21:00:00,338.273,0,2
1147,2016-01-24 22:00:00,227.108,0,2
1147,2016-01-24 23:00:00,174.387,0,2
1147,2016-01-25 00:00:00,111.383,0,2
1147,2016-01-25 01:00:00,184.588,0,2
1147,2016-01-25 02:00:00,190.563,0,2
1147,2016-01-25 03:00:00,184.103,0,2
1147,2016-01-25 04:00:00,112.364,0,2
